level,name,REGIOVIZ,UNIT_SUP,ACT_1574_2016,CHOM_1574_2016,ACT_1524_2013,CHOM_1524_2013,CHOM_LONG_2014,ACT_LONG_2014,CHOM_FEM_2015,CHOM_MAL_2015,ACT_FEM_2015,ACT_MAL_2015,EMP_2564_2016,ACT_2564_2016,Y25.64_2016,ENSSUP_2564_2016,Y18.24_2014,Y18.24_LEAV_2014,REV_2014,MEN_2014,EMP_FT_2016,EMP_PT_2016,PIB_2014,POP_PIB_2014,EMP_TERT2015,EMP_ADM2015,EMP_TOTAL2015,EMP_HTEC_2015,EMP_T_HTEC_2015,VA_TERTOT_2013,VA_TOTAL_2013,BREV_2012,POP_BREV_2012,RD_EMP_2013,POP_RD_EMP_2013,RD_DEP_2013,POP_RD_DEP_2013,ARTIF_AREA_2015,LC_AREA_2015,IND_LU_2015,LU_2015,POP_AGE_T_2016,POP_LT25_2016,POP_GE65_2016,POP_1524_2016,POP_5564_2016,POP_2564_2016,MED_AGE_2016,ESP_VIE_2015,RT_CHOM_1574,RT_CHOM_1524,RT_CHOM_LONG,RT_CHOM_FEM,RT_CHOM_MAL,RT_CHOM_SEX_INEQ,RT_EMP_2564,RT_ENSSUP_2564,RT_Y1824_LEAV,RT_REV,RT_EMP_PT,RT_PIB_HAB,RT_EMP_TERT,RT_EMP_ADM,RT_EMP_HTEC,RT_VA_TERT,RT_BREV_HAB,RT_RD_EMP,RT_RD_DEP,RT_ARTIF_AREA,RT_IND_LU,RT_POP_LT25,RT_POP_GE65,RT_POP_REN_ACT,RT_POP_REN_ACT10,RT_POP_RETR,RT_MED_AGE,RT_ESP_VIE,N12_POL,N1,TypoDemoN12,TypoDemoN1,TypoPopN12,TypoPopN1,TypoEmpN12,TypoEmpN1,TypoGDPN12,TypoGDPN1,TypoEcoSpeN12,TypoEcoSpeN1,TypoUrbN12,TypoUrbN1,id
2,Haute-Normandie ,0,France,805.3,92.6095,84.3,26.0487,48.4,806.666666666667,36.8,49.4,382.4,432.0,643.5,931.259044862518,948609.0,257073.039,152339.0,12644.136999999999,34494.7,1.8545537634408602,581.7,132.1,52084,1.8535231316726002,517.2,209.6,729.2,20.9,720.689655172414,32054.78,46394.21,162.68,1.84555345048612,6600.0,716612.3778501629,740.1,1.84978755311172,704.0,12350.8771929825,425.0,12500.0,1864114,574538,340967,220502,241766,1052083,41.0,80.6,11.5,30.9,6.0,9.623430962343098,11.4351851851852,-1.8117542228420902,69.1,27.1,8.3,18600.0,22.7093003266288,28100.0,70.9270433351618,28.743828853538105,2.9,69.0921992205493,8814.7,0.9209999999999999,400.1,5.7,3.4,30.820969103820897,18.2911023682028,54.6095697772894,91.2047186122118,32.4087548225758,41.0,80.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR23
3,Eure,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13631,0.597850877192982,NA,NA,NA,NA,NA,8065.46,12261.43,57.23,0.591616271256525,NA,NA,NA,NA,NA,NA,NA,NA,603925,185210,107302,63867,78209,338918,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22800.0,NA,NA,NA,65.77911385539859,9673.5,NA,NA,NA,NA,30.6677153620069,17.7674380096866,54.64743684313021,81.661957063765,31.6601655857759,41.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR231
3,Seine-Maritime,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38452,1.2566013071895399,NA,NA,NA,NA,NA,23989.325,34132.78,105.45,1.25392408675799,NA,NA,NA,NA,NA,NA,NA,NA,1260189,389328,233665,156635,163557,713165,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30600.0,NA,NA,NA,70.2823649289627,8409.6,NA,NA,NA,NA,30.8944134570291,18.5420599608471,54.5915741798882,95.76783628948928,32.7645075122868,40.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR232
2,Centre — Val de Loire,0,France,1106.1,109.5039,117.3,25.9233,44.5,1112.5,55.0,63.0,529.1,577.5,908.5,1260.0554785020802,1292613.0,380028.222,190071.0,15205.68,49182.5,2.575,829.5,167.2,68833,2.57801498127341,732.75,322.2,989.0,36.8,994.594594594594,44114.07,61615.83,212.04,2.56359415804236,10120.0,1000593.23709709,1122.7,2.57028388278388,1608.0,39219.512195122,1276.0,39875.0,2587004,747456,546935,279434,342429,1420772,43.4,81.6,9.9,22.1,4.0,10.3950103950104,10.909090909090901,-0.514080514080515,72.1,29.4,8.0,19100.0,20.156720916214603,26700.0,74.0899898887765,32.5783619817998,3.7,71.5953513894076,8271.2,1.0114,436.8,4.1,3.2,28.892726876340397,21.141637198860103,52.6091448874274,81.6034856860838,38.4956206907231,43.4,81.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR24
3,Cher,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7360,0.310548523206751,NA,NA,NA,NA,NA,4721.14,6684.61,30.75,0.311897758393346,NA,NA,NA,NA,NA,NA,NA,NA,308891,80605,74430,30144,44257,167393,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23700.0,NA,NA,NA,70.6270074095572,9859.0,NA,NA,NA,NA,26.0949655380053,24.095878481406103,48.1531485784949,68.1112592358271,44.4642249078516,46.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR241
3,Eure-et-Loir,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,0.43442622950819704,NA,NA,NA,NA,NA,6692.315,9481.39,33.05,0.43210522187066897,NA,NA,NA,NA,NA,NA,NA,NA,435457,130154,83347,44390,56674,241468,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24400.0,NA,NA,NA,70.5836907879541,7648.6,NA,NA,NA,NA,29.8890590804603,19.140121757142502,53.9011380389948,78.3251579207397,34.5167889741084,41.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR242
3,Indre,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5135,0.22521929824561399,NA,NA,NA,NA,NA,3241.02,4617.69,10.96,0.228690662493479,NA,NA,NA,NA,NA,NA,NA,NA,223010,54689,59039,20496,33118,118125,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22800.0,NA,NA,NA,70.1870415727344,4792.5,NA,NA,NA,NA,24.523115555356302,26.4737007309089,46.2975661375661,61.8877951567124,49.9801058201058,48.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR243
3,Indre-et-Loire,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17076,0.60339222614841,NA,NA,NA,NA,NA,11298.33,15084.64,60.84,0.596938775510204,NA,NA,NA,NA,NA,NA,NA,NA,610247,183016,124038,75311,77796,339495,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28300.0,NA,NA,NA,74.89956671156891,10192.0,NA,NA,NA,NA,29.9904792649534,20.3258680501502,53.908304982400296,96.8057483675253,36.536031458489795,42.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR244
3,Loir-et-Cher,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,0.333481781376518,NA,NA,NA,NA,NA,5061.115,7331.27,22.11,0.331658291457286,NA,NA,NA,NA,NA,NA,NA,NA,334415,91702,77749,32847,46007,179223,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24700.0,NA,NA,NA,69.0346283795304,6666.5,NA,NA,NA,NA,27.421616853311,23.2492561637486,51.1664239522829,71.39565718260259,43.381150856753905,45.4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR245
3,Loiret,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20426,0.669704918032787,NA,NA,NA,NA,NA,13100.145,18416.24,54.32,0.662293642858885,NA,NA,NA,NA,NA,NA,NA,NA,674984,207290,128332,76246,84577,375068,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30500.0,NA,NA,NA,71.1336570331403,8201.8,NA,NA,NA,NA,30.710357578846303,19.0125988171571,55.2673115275097,90.14980432032351,34.2156622265829,41.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR246
2,Basse-Normandie ,0,France,631.9,54.3434,62.5,16.1875,26.4,643.90243902439,26.1,26.2,308.9,330.5,522.9,720.247933884297,732700.0,184640.4,112483.0,10685.885,27356.3,1.4787189189189198,472.0,105.6,38155,1.47887596899225,408.0,198.1,587.6,15.1,580.7692307692311,24797.04,34122.3,53.43,1.47719104230025,4460.0,578619.615983394,484.6,1.4787915776625002,1013.0,17771.929824561397,499.0,17821.4285714286,1479133,422843,323590,165852,204040,808387,44.3,81.3,8.6,25.9,4.1,8.44933635480738,7.927382753403929,0.52195360140345,72.6,25.2,9.5,18500.0,22.372881355932197,25800.0,69.4349897889721,33.713410483322,2.6,72.6710684801435,3617.0,0.7708,327.7,5.7,2.8,28.5872196753098,21.8770049752118,52.307001473304204,81.2840619486375,40.0290949755501,44.3,81.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR25
3,Calvados ,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19724,0.6920701754385971,NA,NA,NA,NA,NA,13872.39,17477.28,35.18,0.6878482745136378,NA,NA,NA,NA,NA,NA,NA,NA,694551,209660,138695,86553,92701,386808,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500.0,NA,NA,NA,79.37384993545909,5114.5,NA,NA,NA,NA,30.186408197526198,19.969015954192,54.202601807615096,93.36792483360479,35.856290459349296,42.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR251
3,Manche ,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11801,0.500042372881356,NA,NA,NA,NA,NA,6940.03,10725.68,13.43,0.499330755502677,NA,NA,NA,NA,NA,NA,NA,NA,499406,136154,115679,50787,70097,270085,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23600.0,NA,NA,NA,64.70480193330401,2689.6,NA,NA,NA,NA,27.263188668137804,23.163318021809896,50.411537108688,72.4524587357519,42.8305903696984,45.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR252
3,Orne,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6630,0.287012987012987,NA,NA,NA,NA,NA,3984.62,5919.34,4.81,0.290021103406693,NA,NA,NA,NA,NA,NA,NA,NA,285176,77029,69216,28512,41242,151494,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23100.0,NA,NA,NA,67.3152750137684,1658.5,NA,NA,NA,NA,27.0110387970937,24.2713271804079,50.846238134843595,69.13340769118861,45.6889381757693,46.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR253
2,Bourgogne,0,France,703.8,66.861,59.7,18.0891,33.6,714.893617021277,30.2,31.1,348.3,357.7,575.5,800.4172461752431,816328.0,225306.52800000002,119168.0,11559.296,31315.5,1.63955497382199,504.5,132.7,44289,1.64033333333333,440.85,205.1,648.0,12.4,652.631578947369,28364.6,39077.54,101.67,1.6411357363077301,4496.0,640182.258294176,431.5,1.64255805100876,1094.0,32176.470588235297,836.0,32153.8461538462,1640685,448406,375951,174885,228124,896474,45.2,81.3,9.5,30.3,4.7,8.67068619006604,8.694436678781098,-0.0237504887150664,71.9,27.6,9.7,19100.0,26.3032705649158,27000.0,68.0324074074074,31.651234567901202,1.9,72.5854288678356,6195.1,0.7023,262.7,3.4,2.6,27.3304138210564,22.9142705638194,50.01885163429171,76.6622538619347,41.936631737228296,45.2,81.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR26
3,Côte-d’Or,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17235,0.530307692307692,NA,NA,NA,NA,NA,11651.34,15234.08,49.97,0.527404561622004,NA,NA,NA,NA,NA,NA,NA,NA,534587,160437,105630,70777,68659,303058,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500.0,NA,NA,NA,76.482071775913,9474.7,NA,NA,NA,NA,30.0113919717464,19.7591785808484,52.9393713414594,103.084810440001,34.8547142791149,41.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR261
3,Nièvre,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4945,0.213146551724138,NA,NA,NA,NA,NA,3197.65,4359.59,9.58,0.216786223439162,NA,NA,NA,NA,NA,NA,NA,NA,210189,49865,58520,18918,32295,110328,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200.0,NA,NA,NA,73.3474936863329,4419.1,NA,NA,NA,NA,23.723886597300503,27.841609218370102,45.197048799941996,58.578727357176,53.041838880429296,50.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR262
3,Saône-et-Loire,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13941,0.5554183266932271,NA,NA,NA,NA,NA,8430.855,12268.72,28.7,0.5550398390964649,NA,NA,NA,NA,NA,NA,NA,NA,554902,145029,134204,52692,79133,298800,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25100.0,NA,NA,NA,68.7182933508956,5170.8,NA,NA,NA,NA,26.1359663508151,24.1851714356769,48.5371485943775,66.58663263114,44.9143239625167,46.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR263
3,Yonne,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8169,0.340375,NA,NA,NA,NA,NA,5084.765,7215.15,13.41,0.341899954107389,NA,NA,NA,NA,NA,NA,NA,NA,341007,93075,77597,32498,48037,184288,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000.0,NA,NA,NA,70.4734482304595,3922.2,NA,NA,NA,NA,27.2941611169272,22.7552513584765,50.505187532557706,67.6520182359431,42.1063769751693,45.3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR264
2,Nord-Pas de Calais,0,France,1707.1,227.0443,201.5,70.3235,118.0,1735.29411764706,103.2,135.3,789.6,915.4,1344.2,2052.21374045802,2077530.0,594173.58,372622.0,40615.797999999995,66218.5,4.06248466257669,1185.7,295.3,106669,4.0713358778626,1116.45,500.0,1466.6,32.4,1472.7272727272698,72154.08,94193.73,155.16,4.050751879699249,10330.0,1491050.80831409,959.3,4.06138865368332,1247.0,12470.0,801.0,12515.625,4094748,1346146,671072,531447,499350,2335319,38.5,79.5,13.3,34.9,6.8,13.069908814589699,14.780423858422502,-1.71051504383288,65.5,28.6,10.9,16300.0,24.9051193387872,26200.0,76.1250511386881,34.0924587481249,2.2,76.60178655203491,3830.4,0.6928,236.2,10.0,6.4,32.8749412662269,16.3886031570197,57.6429173059441,106.427756082908,28.7357744273909,38.5,79.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR30
3,Nord,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74021,2.59722807017544,NA,NA,NA,NA,NA,50904.27,65332.8,116.2,2.5871089836357597,NA,NA,NA,NA,NA,NA,NA,NA,2617319,877610,413583,355626,309465,1503659,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500.0,NA,NA,NA,77.91533502314309,4491.5,NA,NA,NA,NA,33.5308764426499,15.8017803714412,58.3649617366704,114.91638795986601,27.505105878393998,37.6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR301
3,Pas-de-Calais,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32647,1.47058558558559,NA,NA,NA,NA,NA,21249.805,28860.94,38.95,1.46362543213588,NA,NA,NA,NA,NA,NA,NA,NA,1477429,468536,257489,175821,189885,831660,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200.0,NA,NA,NA,73.62824980752531,2661.2,NA,NA,NA,NA,31.712928336996196,17.4281809819626,56.3374455907462,92.5934118018801,30.960849385566203,40.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR302
2,Lorraine,0,France,1013.6,119.6048,112.3,30.7702,54.5,1028.30188679245,55.7,69.5,489.3,540.5,800.3,1168.32116788321,1210585.0,363175.5,196072.0,19999.343999999997,42078.8,2.3377111111111097,700.8,193.2,57208,2.34459016393443,675.45,301.6,904.7,19.3,919.047619047619,38035.18,50749.74,135.24,2.34983406599135,7217.0,903819.6618659991,707.7,2.34493041749503,1103.0,23468.085106382998,859.0,23861.1111111111,2333587,672929,450073,271928,315883,1344107,42.5,80.9,11.8,27.4,5.3,11.3836092376865,12.8584643848289,-1.47485514714237,68.5,30.0,10.2,18000.0,27.5684931506849,24400.0,74.6601083232011,33.3370177959545,2.1,74.9465514503128,5755.3,0.7985,301.8,4.7,3.6,28.836679326718897,19.286746112315498,50.065136183354504,86.0850378146339,33.4849085675471,42.5,80.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR41
3,Meurthe-et-Moselle ,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19774,0.73237037037037,NA,NA,NA,NA,NA,13983.53,17566.51,49.04,0.7332645524006041,NA,NA,NA,NA,NA,NA,NA,NA,730593,225750,134523,98688,92444,421584,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000.0,NA,NA,NA,79.60334750613531,6687.9,NA,NA,NA,NA,30.8995569352567,18.4128509306823,53.54804736422629,106.754359395959,31.9089434134123,40.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR411
3,Meuse ,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901,0.191225490196078,NA,NA,NA,NA,NA,2423.95,3496.21,1.83,0.19279393173198497,NA,NA,NA,NA,NA,NA,NA,NA,189720,52888,39810,19645,27054,105800,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400.0,NA,NA,NA,69.3307896264812,949.2,NA,NA,NA,NA,27.876871178579,20.9835547122075,49.9886578449905,72.6140311968655,37.627599243856295,44.3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR412
3,Moselle,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24926,1.04292887029289,NA,NA,NA,NA,NA,16367.11,22020.29,66.04,1.04646003676238,NA,NA,NA,NA,NA,NA,NA,NA,1043923,293775,193373,115278,143315,613166,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23900.0,NA,NA,NA,74.32740440748059,6310.8,NA,NA,NA,NA,28.141443382318396,18.5236842180889,47.911169242913,80.4368000558211,31.5368105863665,42.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR413
3,Vosges,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8607,0.3725974025974029,NA,NA,NA,NA,NA,5260.585,7666.74,18.33,0.377284702782809,NA,NA,NA,NA,NA,NA,NA,NA,369351,100516,82367,38317,53070,203557,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23100.0,NA,NA,NA,68.61566976315879,4858.4,NA,NA,NA,NA,27.2142217023915,22.3004675769119,49.3797806019935,72.2008667797249,40.4638504202754,45.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR414
2,Alsace,0,France,889.2,96.9228,97.6,27.7184,41.8,889.3617021276599,37.5,45.4,428.8,464.4,720.5,981.607629427793,994822.0,335255.01399999997,161262.0,10965.816,34979.4,1.8705561497326202,639.2,153.4,55871,1.8748657718120803,580.9,240.1,810.8,28.4,811.428571428571,35083.625,49496.51,255.64,1.8598627874660802,9833.0,809500.2881369891,946.0,1.86808846761453,743.0,8348.31460674157,466.0,8321.42857142857,1885149,557322,333005,225167,245358,1106904,41.3,81.7,10.9,28.4,4.7,8.74533582089552,9.77605512489233,-1.03071930399681,73.4,33.7,6.8,18700.0,23.9987484355444,29800.0,71.6452886038481,29.6127281697089,3.5,70.8810075700287,13745.1,1.2147,506.4,8.9,5.6,29.563816971496703,17.664651441345,50.3496238156155,91.77080021845629,30.0843614261038,41.3,81.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR42
3,Bas-Rhin,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35750,1.11370716510903,NA,NA,NA,NA,NA,22945.175,31702.67,158.24,1.10466536821015,NA,NA,NA,NA,NA,NA,NA,NA,1120944,336554,193250,143710,143850,665642,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32100.0,NA,NA,NA,72.37615948435891,14324.7,NA,NA,NA,NA,30.0241582095091,17.2399334846344,50.560811967994795,99.90267639902679,29.0321223720859,40.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR421
3,Haut-Rhin,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20122,0.7593207547169809,NA,NA,NA,NA,NA,12138.45,17793.84,97.4,0.755202679651397,NA,NA,NA,NA,NA,NA,NA,NA,764205,220768,139755,81457,101508,441262,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26500.0,NA,NA,NA,68.2171470576334,12897.2,NA,NA,NA,NA,28.888583560693803,18.2876322452745,50.03104731429401,80.2468770934311,31.6716599208633,42.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR422
2,Franche-Comté,0,France,535.1,43.8782,45.6,10.26,19.6,515.789473684211,21.7,26.1,251.5,269.4,445.6,594.133333333333,595896.0,179960.592,93458.0,9158.884,21715.8,1.1802065217391298,390.4,101.3,28690,1.18065843621399,300.1,149.3,473.1,21.1,468.888888888889,18152.465,25301.24,120.54,1.17567883895131,7235.0,468831.00051840296,767.5,1.1771472392638,637.0,16333.333333333301,496.0,16533.3333333333,1179465,349978,233591,134163,151674,659834,42.1,81.7,8.2,22.5,3.8,8.628230616302192,9.688195991091321,-1.05996537478913,75.0,30.2,9.8,18400.0,25.947745901639298,24300.0,63.432678080744,31.5578101881209,4.5,71.745357144551,10252.8,1.5432,652.0,3.9,3.0,29.6726058000873,19.804826764677202,53.0403101386106,88.4548439416116,35.401479766122996,42.1,81.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR43
3,Doubs,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14209,0.5341729323308271,NA,NA,NA,NA,NA,9264.735,12548.96,66.32,0.531061321887862,NA,NA,NA,NA,NA,NA,NA,NA,537753,167115,99323,66758,65339,304819,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26600.0,NA,NA,NA,73.8287077176117,12488.2,NA,NA,NA,NA,31.0765351378793,18.4700038865427,54.824338377856996,102.171750409403,32.584254918492604,40.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR431
3,Jura,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6235,0.259791666666667,NA,NA,NA,NA,NA,3675.03,5498.17,13.06,0.260933847475575,NA,NA,NA,NA,NA,NA,NA,NA,260004,72225,57567,26432,35035,141681,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000.0,NA,NA,NA,66.8409670854121,5005.1,NA,NA,NA,NA,27.778418793557,22.1408132182582,50.977195248480704,75.4445554445554,40.6314184682491,44.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR432
3,Haute-Saône,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4504,0.23830687830687802,NA,NA,NA,NA,NA,2736.14,3995.41,22.31,0.239750685078717,NA,NA,NA,NA,NA,NA,NA,NA,237017,65528,50441,22936,33582,130817,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18900.0,NA,NA,NA,68.4820831904611,9305.5,NA,NA,NA,NA,27.646962032259303,21.2815958348979,50.0913489836948,68.2984932404264,38.5584442388986,44.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR433
3,Territoire de Belfort,0,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3741,0.14444015444015398,NA,NA,NA,NA,NA,2476.56,3258.7,18.86,0.14393979866745002,NA,NA,NA,NA,NA,NA,NA,NA,144691,45110,26260,18037,17718,82517,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25900.0,NA,NA,NA,75.99840427164209,13102.7,NA,NA,NA,NA,31.176783628560198,18.149021017202198,54.667523055855206,101.80042894231899,31.823745410036697,40.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR434
