level,name,REGIOVIZ,UNIT_SUP,ACT_1574_2016,CHOM_1574_2016,ACT_1524_2013,CHOM_1524_2013,CHOM_LONG_2014,ACT_LONG_2014,CHOM_FEM_2015,CHOM_MAL_2015,ACT_FEM_2015,ACT_MAL_2015,EMP_2564_2016,ACT_2564_2016,Y25.64_2016,ENSSUP_2564_2016,Y18.24_2014,Y18.24_LEAV_2014,REV_2014,MEN_2014,EMP_FT_2016,EMP_PT_2016,PIB_2014,POP_PIB_2014,EMP_TERT2015,EMP_ADM2015,EMP_TOTAL2015,EMP_HTEC_2015,EMP_T_HTEC_2015,VA_TERTOT_2013,VA_TOTAL_2013,BREV_2012,POP_BREV_2012,RD_EMP_2013,POP_RD_EMP_2013,RD_DEP_2013,POP_RD_DEP_2013,ARTIF_AREA_2015,LC_AREA_2015,IND_LU_2015,LU_2015,POP_AGE_T_2016,POP_LT25_2016,POP_GE65_2016,POP_1524_2016,POP_5564_2016,POP_2564_2016,MED_AGE_2016,ESP_VIE_2015,RT_CHOM_1574,RT_CHOM_1524,RT_CHOM_LONG,RT_CHOM_FEM,RT_CHOM_MAL,RT_CHOM_SEX_INEQ,RT_EMP_2564,RT_ENSSUP_2564,RT_Y1824_LEAV,RT_REV,RT_EMP_PT,RT_PIB_HAB,RT_EMP_TERT,RT_EMP_ADM,RT_EMP_HTEC,RT_VA_TERT,RT_BREV_HAB,RT_RD_EMP,RT_RD_DEP,RT_ARTIF_AREA,RT_IND_LU,RT_POP_LT25,RT_POP_GE65,RT_POP_REN_ACT,RT_POP_REN_ACT10,RT_POP_RETR,RT_MED_AGE,RT_ESP_VIE,N12_POL,N1,TypoDemoN12,TypoDemoN1,TypoPopN12,TypoPopN1,TypoEmpN12,TypoEmpN1,TypoGDPN12,TypoGDPN1,TypoEcoSpeN12,TypoEcoSpeN1,TypoUrbN12,TypoUrbN1,id
3,"Schweinfurt, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4860,0.0517021276595745,NA,NA,NA,NA,NA,1673.33,4304.77,20.62,0.0532469812938345,NA,NA,NA,NA,NA,NA,NA,NA,51969,12188,12636,5615,7085,30287,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94000.0,NA,NA,NA,38.871530883183105,38725.2,NA,NA,NA,NA,23.4524428024399,24.314495179818696,40.2416878528742,79.25194071983059,41.7208703404101,46.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE262
3,"Würzburg, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7272,0.124520547945205,NA,NA,NA,NA,NA,5418.29,6323.45,44.75,0.133808165437725,NA,NA,NA,NA,NA,NA,NA,NA,124873,31096,25262,18398,14178,81538,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58400.0,NA,NA,NA,85.6856620990124,33443.4,NA,NA,NA,NA,24.9021005341427,20.2301538362977,38.1368196423753,129.764423755114,30.9818734823027,39.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE263
3,"Aschaffenburg, Landkreis",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5026,0.172714776632302,NA,NA,NA,NA,NA,2883.42,4515.56,71.47,0.172162107474249,NA,NA,NA,NA,NA,NA,NA,NA,173695,41521,35593,19161,25367,106196,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100.0,NA,NA,NA,63.8552028984223,41513.2,NA,NA,NA,NA,23.904545323699605,20.4916664267826,39.0984594523334,75.5351440848346,33.5163282986177,46.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE264
3,Bad Kissingen,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2827,0.1028,NA,NA,NA,NA,NA,1760.31,2450.36,24.18,0.103756785170246,NA,NA,NA,NA,NA,NA,NA,NA,103106,23594,24163,10760,15835,60677,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500.0,NA,NA,NA,71.8388318451166,23304.5,NA,NA,NA,NA,22.883246367815598,23.435105619459602,38.884585592563894,67.950742027155,39.822337953425496,48.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE265
3,Rhön-Grabfeld,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,0.0797297297297297,NA,NA,NA,NA,NA,1376.83,2247.35,39.06,0.0823239550906596,NA,NA,NA,NA,NA,NA,NA,NA,79723,19588,16808,9034,12100,47810,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300.0,NA,NA,NA,61.2646005295125,47446.7,NA,NA,NA,NA,24.570073880812302,21.0829998871091,40.970508261869895,74.66115702479341,35.1558251411839,47.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE266
3,Haßberge,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,0.0840579710144927,NA,NA,NA,NA,NA,1055.71,2039.04,17.48,0.0847371355163972,NA,NA,NA,NA,NA,NA,NA,NA,84581,20900,16577,9701,12977,51904,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27600.0,NA,NA,NA,51.774854833647204,20628.5,NA,NA,NA,NA,24.710041262222,19.5989643064045,40.2666461159063,74.75533636433691,31.937808261405696,46.4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE267
3,Kitzingen,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2587,0.0882935153583618,NA,NA,NA,NA,NA,1499.82,2284.81,14.1,0.088406242358503,NA,NA,NA,NA,NA,NA,NA,NA,89306,22080,17823,10337,12778,54714,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29300.0,NA,NA,NA,65.6430950494789,15949.1,NA,NA,NA,NA,24.723982711128002,19.9572257183168,40.3553021164601,80.8968539677571,32.5748437328654,45.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE268
3,Miltenberg,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3871,0.12775577557755802,NA,NA,NA,NA,NA,1898.43,3368.6,33.22,0.12782281802755802,NA,NA,NA,NA,NA,NA,NA,NA,128446,31820,26144,14724,18372,77640,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30300.0,NA,NA,NA,56.3566466781452,25989.1,NA,NA,NA,NA,24.773056381670102,20.354078756831697,40.9840288511077,80.14369693011099,33.673364245234396,46.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE269
3,Main-Spessart,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4094,0.125969230769231,NA,NA,NA,NA,NA,1619.8,3513.64,39.26,0.127213930670676,NA,NA,NA,NA,NA,NA,NA,NA,126123,29306,27389,13729,19367,76273,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500.0,NA,NA,NA,46.100340387746,30861.4,NA,NA,NA,NA,23.2360473506022,21.716102534827105,38.4225086203506,70.8886249806372,35.9091683819962,47.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE26A
3,"Schweinfurt, Landkreis",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590,0.11359649122807,NA,NA,NA,NA,NA,1332.15,2302.89,47.74,0.11282211256688,NA,NA,NA,NA,NA,NA,NA,NA,114813,27950,23770,12965,17131,69664,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22800.0,NA,NA,NA,57.846879355939706,42314.4,NA,NA,NA,NA,24.343933178298602,20.7032304704171,40.1211529627928,75.6815130465238,34.1209232889297,46.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE26B
3,"Würzburg, Landkreis",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3774,0.15924050632911402,NA,NA,NA,NA,NA,2481.74,3300.85,53.07,0.15980222705346,NA,NA,NA,NA,NA,NA,NA,NA,160427,39194,32427,17673,23837,97746,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23700.0,NA,NA,NA,75.1848766226881,33209.8,NA,NA,NA,NA,24.4310496362832,20.2129317384231,40.0978045137397,74.1410412384109,33.1747590694248,46.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE26C
2,Schwaben,0,Allemagne,1002.4,27.0648,118.3,5.4418,10.3,936.363636363636,14.4,14.3,444.2,521.7,838.7,1004.43113772455,1005114.0,245247.81600000002,150811.0,10707.581,40775.0,1.81222222222222,719.8,258.5,64912,1.8131843575419,591.2,213.8,940.7,31.3,948.484848484849,33883.2,56243.54,479.36,1.7892909800115702,6879.0,919406.575781877,784.0419999999999,1.7929156185684898,680.0,10000.0,467.0,9936.17021276596,1846020,466450,374456,215351,242117,1116552,44.9,80.8,2.7,4.6,1.1,3.24178298063935,2.7410389112516804,0.500744069387675,83.5,24.4,7.1,22500.0,35.912753542650705,35800.0,62.846816200701596,22.7277559264378,3.3,60.2437186564004,26790.5,0.7482,437.3,6.8,4.7,25.267873587501803,20.2845039598704,41.7759316180527,88.94501418735571,33.536816914931,44.9,80.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE27
3,"Augsburg, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12759,0.278580786026201,NA,NA,NA,NA,NA,7727.49,11006.61,46.37,0.266647498562392,NA,NA,NA,NA,NA,NA,NA,NA,286374,70199,56718,34536,33378,180491,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800.0,NA,NA,NA,70.2077206333285,17390.0,NA,NA,NA,NA,24.513049369007,19.8055689413145,38.8933520230926,103.469351069567,31.424281543124,41.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE271
3,"Kaufbeuren, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,0.0418461538461538,NA,NA,NA,NA,NA,917.02,1176.81,2.0,0.0417449384262158,NA,NA,NA,NA,NA,NA,NA,NA,42731,10278,9715,4668,5745,25130,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500.0,NA,NA,NA,77.9242188628581,4791.0,NA,NA,NA,NA,24.0527953944443,22.7352507547214,40.8993235177079,81.25326370757179,38.6589733386391,46.3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE272
3,"Kempten (Allgäu), Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3583,0.0653832116788321,NA,NA,NA,NA,NA,2552.84,3137.0,12.98,0.0622398680399716,NA,NA,NA,NA,NA,NA,NA,NA,66947,16541,14980,8105,8296,40152,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54800.0,NA,NA,NA,81.3783869939433,20854.8,NA,NA,NA,NA,24.7076045229809,22.3759093013877,41.1959553695955,97.6976856316297,37.3082287308229,44.3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE273
3,"Memmingen, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2406,0.0419895287958115,NA,NA,NA,NA,NA,1223.48,2030.52,10.5,0.0410300496268219,NA,NA,NA,NA,NA,NA,NA,NA,42841,10568,9123,4796,5681,25639,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57300.0,NA,NA,NA,60.2545160845498,25591.0,NA,NA,NA,NA,24.6679582642795,21.295021124623602,41.2184562580444,84.4217567329695,35.5825110183704,45.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE274
3,Aichach-Friedberg,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3130,0.12880658436214,NA,NA,NA,NA,NA,1841.39,2726.69,49.75,0.12845206865924402,NA,NA,NA,NA,NA,NA,NA,NA,130916,33990,25048,15041,17431,79122,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24300.0,NA,NA,NA,67.53206268406021,38730.4,NA,NA,NA,NA,25.963213052644402,19.132879098047603,42.9589747478577,86.2887958235328,31.6574404084831,45.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE275
3,"Augsburg, Landkreis",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6554,0.24184501845018397,NA,NA,NA,NA,NA,3555.29,5760.84,68.89,0.24094994928473998,NA,NA,NA,NA,NA,NA,NA,NA,245600,62400,49055,27961,33235,147895,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27100.0,NA,NA,NA,61.714784649460896,28591.0,NA,NA,NA,NA,25.407166123778502,19.973534201954397,42.1920957436019,84.13118700165491,33.1688021907434,45.6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE276
3,Dillingen a.d. Donau,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2846,0.0933114754098361,NA,NA,NA,NA,NA,1416.06,2441.82,19.77,0.0932208584617851,NA,NA,NA,NA,NA,NA,NA,NA,94575,24513,18290,11362,13221,57485,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30500.0,NA,NA,NA,57.9919895815416,21207.7,NA,NA,NA,NA,25.919111816019,19.339148823684898,42.6424284595982,85.9390363815143,31.816995738018605,45.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE277
3,Günzburg,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5063,0.12141486810551598,NA,NA,NA,NA,NA,2250.01,4429.61,28.62,0.12018392928381,NA,NA,NA,NA,NA,NA,NA,NA,123153,32063,23228,14871,16835,75315,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41700.0,NA,NA,NA,50.7947652276385,23813.5,NA,NA,NA,NA,26.0350945571768,18.8610914878241,42.571864834362295,88.3338283338283,30.8411339042687,44.7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE278
3,Neu-Ulm,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634,0.16718100890207702,NA,NA,NA,NA,NA,2725.76,4888.79,53.45,0.166146003326029,NA,NA,NA,NA,NA,NA,NA,NA,170309,43059,33562,19507,22529,103712,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33700.0,NA,NA,NA,55.755309596035005,32170.5,NA,NA,NA,NA,25.2828681983923,19.7065334186684,41.5178571428571,86.5861778152603,32.3607682813946,44.3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE279
3,Lindau (Bodensee),0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689,0.0790882352941177,NA,NA,NA,NA,NA,1270.84,2349.95,24.65,0.0798949859008848,NA,NA,NA,NA,NA,NA,NA,NA,80429,19781,17968,8965,10455,46853,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000.0,NA,NA,NA,54.0794484989042,30853.0,NA,NA,NA,NA,24.594362729861103,22.3402006738863,42.2192815828229,85.7484457197513,38.3497321409515,46.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE27A
3,Ostallgäu,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228,0.13551282051282101,NA,NA,NA,NA,NA,2028.83,3778.01,44.35,0.13397901045851898,NA,NA,NA,NA,NA,NA,NA,NA,137709,35689,28303,16169,18441,81675,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31200.0,NA,NA,NA,53.70102249597011,33102.2,NA,NA,NA,NA,25.916243673253003,20.5527598050963,43.6963575145393,87.67962691827991,34.6531986531987,45.4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE27B
3,Unterallgäu,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4643,0.138184523809524,NA,NA,NA,NA,NA,1827.74,3803.14,56.84,0.135736016849988,NA,NA,NA,NA,NA,NA,NA,NA,140419,36417,29004,16913,18468,83342,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33600.0,NA,NA,NA,48.058709382247294,41875.4,NA,NA,NA,NA,25.934524530156196,20.6553244219087,43.695855631014396,91.58003032272042,34.8011806772096,45.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE27C
3,Donau-Ries,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5799,0.129731543624161,NA,NA,NA,NA,NA,2277.82,5064.76,26.03,0.12912282790402302,NA,NA,NA,NA,NA,NA,NA,NA,131345,33834,25401,15410,17716,79843,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44700.0,NA,NA,NA,44.97389807216929,20159.1,NA,NA,NA,NA,25.7596406410598,19.339144999809697,42.375662237140396,86.9835177240912,31.8136843555478,44.6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE27D
3,Oberallgäu,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4218,0.150642857142857,NA,NA,NA,NA,NA,2268.62,3649.0,35.16,0.149946264990362,NA,NA,NA,NA,NA,NA,NA,NA,152672,37118,34061,17047,20686,89898,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000.0,NA,NA,NA,62.1710057550014,23448.4,NA,NA,NA,NA,24.312251100398196,22.3099193041291,41.2890164408552,82.4083921492797,37.888495850853204,46.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE27E
1,BERLIN,0,Allemagne,1879.3,146.5854,162.2,23.1946,89.8,1832.6530612244896,69.7,102.9,860.7,964.0,1580.1,2052.07792207792,2035462.0,793830.18,261006.0,35235.81,64070.62,3.44465698924731,1268.2,470.6,118082,3.4426239067055397,1421.9,478.7,1656.2,109.5,1659.0909090909101,85170.1,101442.49,575.53,3.5018771029942406,30723.0,1604082.91129327,4007.942,3.37510905263158,314.0,892.0454545454551,184.0,893.203883495146,3520031,806434,678135,332303,419334,2225938,42.2,79.8,7.8,14.3,4.9,8.09805971883351,10.674273858921199,-2.5762141400876604,77.0,39.0,13.5,18600.0,37.10771171739471,34300.0,85.8531578311798,28.9035140683492,6.6,83.9589998234468,16434.9,1.9153,1187.5,35.2,20.6,22.9098550552538,19.2650292000269,36.2289515700797,79.24542250330279,30.4651342490222,42.2,79.8,1,1,Régions en croissance démographique modérée (0.24 - 0.63 %),Régions en croissance démographique modérée (0.24 - 0.61 %),Régions entre 2 700 000 et 17 850 000 habitants,Régions entre 2 600 000 et 4 000 000 habitants,Régions caractérisées par une hausse importante de l'emploi (0.76 % - 3.6%),Régions caractérisées par une hausse importante de l'emploi (0.79 % - 3.2%),PIB par habitant en parité supérieur à 110% de la moyenne de l'UE,PIB par habitant en parité supérieur à 110% de la moyenne de l'UE,Activités spécialisées supérieures,Activités spécialisées supérieures,Part de la population urbaine comprise entre  67  et 100 %,Part de la population urbaine comprise entre  67  et 100 %,DE3
2,Berlin,0,Allemagne,1879.3,146.5854,162.2,23.1946,89.8,1832.6530612244896,69.7,102.9,860.7,964.0,1580.1,2052.07792207792,2035462.0,793830.18,261006.0,35235.81,64070.62,3.44465698924731,1268.2,470.6,118082,3.4426239067055397,1421.9,478.7,1656.2,109.5,1659.0909090909101,85170.1,101442.49,575.53,3.5018771029942406,30723.0,1604082.91129327,4007.942,3.37510905263158,314.0,892.0454545454551,184.0,893.203883495146,3520031,806434,678135,332303,419334,2225938,42.2,79.8,7.8,14.3,4.9,8.09805971883351,10.674273858921199,-2.5762141400876604,77.0,39.0,13.5,18600.0,37.10771171739471,34300.0,85.8531578311798,28.9035140683492,6.6,83.9589998234468,16434.9,1.9153,1187.5,35.2,20.6,22.9098550552538,19.2650292000269,36.2289515700797,79.24542250330279,30.4651342490222,42.2,79.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE30
3,Berlin,0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118082,3.4426239067055397,NA,NA,NA,NA,NA,85170.1,101442.49,575.53,3.5018771029942406,NA,NA,NA,NA,NA,NA,NA,NA,3520031,806434,678135,332303,419334,2225938,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34300.0,NA,NA,NA,83.9589998234468,16434.9,NA,NA,NA,NA,22.9098550552538,19.2650292000269,36.2289515700797,79.24542250330279,30.4651342490222,42.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE300
1,BRANDENBURG,0,Allemagne,1303.8,59.9748,93.2,10.252,44.6,1274.28571428571,33.3,39.8,600.5,672.4,1146.6,1410.33210332103,1416475.0,385281.2,128559.0,11570.31,45633.07,2.4533908602150496,961.1,286.3,62543,2.4526666666666697,889.9,353.8,1201.9,36.1,1203.33333333333,38818.62,54360.46,220.28,2.49563818457843,9097.0,1200131.92612137,932.985,2.44942242058283,1168.0,29948.717948717902,1229.0,29975.609756097598,2484826,490500,577851,180047,408864,1495977,49.6,79.5,4.6,11.0,3.5,5.54537885095754,5.91909577632362,-0.373716925366081,81.3,27.2,9.0,18600.0,29.7887836853605,25500.0,74.0411015891505,29.436725185123603,3.0,71.4096606246525,8826.6,0.758,380.9,3.9,4.1,19.7398127675741,23.2551896993995,32.7879372476983,44.0359141426,38.6269976075835,49.6,79.5,1,1,Régions en décroissance démographique (-1.71 - 0 %),Régions en décroissance démographique (-1.50 - 0 %),Régions entre 1 500 000 et 2 700 000 habitants,Régions de moins de 2 600 000 habitants,Régions caractérisées par une hausse de l'emploi (0 % - 0.76%),Régions caractérisées par une hausse de l'emploi (0.24 % - 0.79%),PIB par habitant en parité entre 75 et 90% de la moyenne de l'UE,PIB par habitant en parité entre 75 et 90% de la moyenne de l'UE,Profil moyen / Administration publique et activités spécialisées,Profil moyen / Administration publique et activités spécialisées,Part de la population urbaine comprise entre  33  et  50 %,Part de la population urbaine comprise entre  33  et  50 %,DE4
2,Brandenburg,0,Allemagne,1303.8,59.9748,93.2,10.252,44.6,1274.28571428571,33.3,39.8,600.5,672.4,1146.6,1410.33210332103,1416475.0,385281.2,128559.0,11570.31,45633.07,2.4533908602150496,961.1,286.3,62543,2.4526666666666697,889.9,353.8,1201.9,36.1,1203.33333333333,38818.62,54360.46,220.28,2.49563818457843,9097.0,1200131.92612137,932.985,2.44942242058283,1168.0,29948.717948717902,1229.0,29975.609756097598,2484826,490500,577851,180047,408864,1495977,49.6,79.5,4.6,11.0,3.5,5.54537885095754,5.91909577632362,-0.373716925366081,81.3,27.2,9.0,18600.0,29.7887836853605,25500.0,74.0411015891505,29.436725185123603,3.0,71.4096606246525,8826.6,0.758,380.9,3.9,4.1,19.7398127675741,23.2551896993995,32.7879372476983,44.0359141426,38.6269976075835,49.6,79.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE40
3,"Brandenburg an der Havel, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0.0710992907801418,NA,NA,NA,NA,NA,1273.1,1761.66,1.73,0.0715348991068475,NA,NA,NA,NA,NA,NA,NA,NA,71574,13023,19171,4965,11114,41974,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28200.0,NA,NA,NA,72.2670662897495,2418.4,NA,NA,NA,NA,18.1951546651019,26.7848660127979,31.0263496450183,44.6733849199208,45.6735121742031,50.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE401
3,"Cottbus, Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3053,0.0994462540716612,NA,NA,NA,NA,NA,2337.32,2662.65,6.56,0.102129779549134,NA,NA,NA,NA,NA,NA,NA,NA,99687,19705,23997,8597,15483,60932,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30700.0,NA,NA,NA,87.78172121758399,6423.2,NA,NA,NA,NA,19.7668703040517,24.0723464443709,32.3393290881639,55.52541497125879,39.3832468981816,48.6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE402
3,"Frankfurt (Oder), Kreisfreie Stadt",0,Allemagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,0.0578048780487805,NA,NA,NA,NA,NA,1464.82,1689.68,2.3,0.060002087029114005,NA,NA,NA,NA,NA,NA,NA,NA,58092,11625,14102,5065,9936,35152,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32800.0,NA,NA,NA,86.69215472752241,3833.2,NA,NA,NA,NA,20.0113612889899,24.2752874750396,33.070664542558,50.9762479871176,40.1172052799272,50.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DE403
